"customer_id","first_name","last_name","email","phone","registration_date","customer_type","credit_score"
402,"User402","Test402","user402@example.com","555-01040","2021-07-04","Business",806
403,"User403","Test403","user403@example.com","555-01040","2021-10-27","Individual",750
404,"User404","Test404","user404@example.com","555-01040","2021-09-16","Business",605
405,"User405","Test405","user405@example.com","555-01040","2022-08-12","Premium",623
406,"User406","Test406","user406@example.com","555-01040","2020-09-20","Individual",691
407,"User407","Test407","user407@example.com","555-01040","2020-02-25","Premium",786
408,"User408","Test408","user408@example.com","555-01040","2022-10-14","Premium",769
409,"User409","Test409","user409@example.com","555-01040","2022-06-06","Premium",790
410,"User410","Test410","user410@example.com","555-01041","2021-10-28","Business",507
411,"User411","Test411","user411@example.com","555-01041","2021-03-21","Individual",828
412,"User412","Test412","user412@example.com","555-01041","2021-11-15","Individual",707
413,"User413","Test413","user413@example.com","555-01041","2020-05-02","Premium",728
414,"User414","Test414","user414@example.com","555-01041","2021-07-18","Business",516
415,"User415","Test415","user415@example.com","555-01041","2022-04-05","Premium",770
416,"User416","Test416","user416@example.com","555-01041","2020-12-12","Business",804
417,"User417","Test417","user417@example.com","555-01041","2020-08-20","Business",612
418,"User418","Test418","user418@example.com","555-01041","2022-10-13","Individual",706
419,"User419","Test419","user419@example.com","555-01041","2021-08-07","Individual",719
420,"User420","Test420","user420@example.com","555-01042","2021-03-25","Business",665
421,"User421","Test421","user421@example.com","555-01042","2021-06-23","Premium",621
422,"User422","Test422","user422@example.com","555-01042","2020-09-13","Business",685
423,"User423","Test423","user423@example.com","555-01042","2022-02-17","Business",566
424,"User424","Test424","user424@example.com","555-01042","2021-04-14","Individual",726
425,"User425","Test425","user425@example.com","555-01042","2021-04-02","Individual",834
426,"User426","Test426","user426@example.com","555-01042","2020-06-13","Premium",510
427,"User427","Test427","user427@example.com","555-01042","2022-11-22","Individual",700
428,"User428","Test428","user428@example.com","555-01042","2020-07-26","Individual",841
429,"User429","Test429","user429@example.com","555-01042","2020-11-20","Individual",720
430,"User430","Test430","user430@example.com","555-01043","2022-04-22","Individual",685
431,"User431","Test431","user431@example.com","555-01043","2021-04-11","Individual",560
432,"User432","Test432","user432@example.com","555-01043","2022-11-08","Premium",620
433,"User433","Test433","user433@example.com","555-01043","2022-09-26","Individual",781
434,"User434","Test434","user434@example.com","555-01043","2021-10-16","Business",696
435,"User435","Test435","user435@example.com","555-01043","2022-09-10","Premium",643
436,"User436","Test436","user436@example.com","555-01043","2022-01-06","Business",672
437,"User437","Test437","user437@example.com","555-01043","2020-12-26","Business",542
438,"User438","Test438","user438@example.com","555-01043","2020-09-10","Business",603
439,"User439","Test439","user439@example.com","555-01043","2021-03-12","Premium",712
440,"User440","Test440","user440@example.com","555-01044","2022-03-29","Individual",799
441,"User441","Test441","user441@example.com","555-01044","2020-01-27","Individual",520
442,"User442","Test442","user442@example.com","555-01044","2020-07-13","Business",707
443,"User443","Test443","user443@example.com","555-01044","2022-10-26","Premium",775
444,"User444","Test444","user444@example.com","555-01044","2020-01-17","Business",717
445,"User445","Test445","user445@example.com","555-01044","2020-08-01","Premium",659
446,"User446","Test446","user446@example.com","555-01044","2021-02-21","Premium",511
447,"User447","Test447","user447@example.com","555-01044","2020-12-24","Business",624
448,"User448","Test448","user448@example.com","555-01044","2022-11-11","Business",821
449,"User449","Test449","user449@example.com","555-01044","2022-11-03","Business",544
450,"User450","Test450","user450@example.com","555-01045","2022-05-17","Business",502
451,"User451","Test451","user451@example.com","555-01045","2020-03-27","Premium",784
452,"User452","Test452","user452@example.com","555-01045","2020-10-26","Premium",828
453,"User453","Test453","user453@example.com","555-01045","2020-03-06","Business",660
454,"User454","Test454","user454@example.com","555-01045","2020-11-03","Individual",645
455,"User455","Test455","user455@example.com","555-01045","2020-09-02","Business",755
456,"User456","Test456","user456@example.com","555-01045","2020-01-30","Business",560
457,"User457","Test457","user457@example.com","555-01045","2021-05-18","Premium",730
458,"User458","Test458","user458@example.com","555-01045","2021-05-20","Individual",522
459,"User459","Test459","user459@example.com","555-01045","2022-04-17","Individual",604
460,"User460","Test460","user460@example.com","555-01046","2022-08-14","Premium",807
461,"User461","Test461","user461@example.com","555-01046","2020-11-06","Premium",843
462,"User462","Test462","user462@example.com","555-01046","2022-11-07","Premium",588
463,"User463","Test463","user463@example.com","555-01046","2020-09-07","Premium",520
464,"User464","Test464","user464@example.com","555-01046","2022-01-30","Business",709
465,"User465","Test465","user465@example.com","555-01046","2021-05-18","Individual",683
466,"User466","Test466","user466@example.com","555-01046","2022-12-27","Premium",604
467,"User467","Test467","user467@example.com","555-01046","2022-08-14","Premium",609
468,"User468","Test468","user468@example.com","555-01046","2020-08-12","Individual",683
469,"User469","Test469","user469@example.com","555-01046","2021-03-06","Business",518
470,"User470","Test470","user470@example.com","555-01047","2022-12-23","Business",647
471,"User471","Test471","user471@example.com","555-01047","2021-11-13","Premium",669
472,"User472","Test472","user472@example.com","555-01047","2020-07-11","Business",807
473,"User473","Test473","user473@example.com","555-01047","2021-01-01","Business",670
474,"User474","Test474","user474@example.com","555-01047","2022-07-30","Individual",525
475,"User475","Test475","user475@example.com","555-01047","2020-12-24","Premium",665
476,"User476","Test476","user476@example.com","555-01047","2020-07-31","Premium",681
477,"User477","Test477","user477@example.com","555-01047","2022-10-02","Business",685
478,"User478","Test478","user478@example.com","555-01047","2021-08-07","Premium",626
479,"User479","Test479","user479@example.com","555-01047","2022-03-07","Premium",694
480,"User480","Test480","user480@example.com","555-01048","2020-04-08","Individual",637
481,"User481","Test481","user481@example.com","555-01048","2021-10-06","Business",784
482,"User482","Test482","user482@example.com","555-01048","2021-09-23","Business",594
483,"User483","Test483","user483@example.com","555-01048","2020-02-22","Premium",790
484,"User484","Test484","user484@example.com","555-01048","2022-04-15","Business",846
485,"User485","Test485","user485@example.com","555-01048","2022-11-02","Individual",632
486,"User486","Test486","user486@example.com","555-01048","2022-08-12","Business",562
487,"User487","Test487","user487@example.com","555-01048","2022-08-02","Business",722
488,"User488","Test488","user488@example.com","555-01048","2022-08-20","Business",652
489,"User489","Test489","user489@example.com","555-01048","2021-11-08","Business",754
490,"User490","Test490","user490@example.com","555-01049","2022-10-19","Individual",531
491,"User491","Test491","user491@example.com","555-01049","2021-04-01","Individual",510
492,"User492","Test492","user492@example.com","555-01049","2021-02-14","Individual",734
493,"User493","Test493","user493@example.com","555-01049","2022-12-15","Business",816
494,"User494","Test494","user494@example.com","555-01049","2021-10-07","Premium",526
495,"User495","Test495","user495@example.com","555-01049","2022-01-22","Individual",705
496,"User496","Test496","user496@example.com","555-01049","2021-10-09","Individual",792
497,"User497","Test497","user497@example.com","555-01049","2022-06-10","Business",810
498,"User498","Test498","user498@example.com","555-01049","2020-08-07","Business",625
499,"User499","Test499","user499@example.com","555-01049","2022-11-20","Premium",604
500,"User500","Test500","user500@example.com","555-01050","2022-10-10","Business",501
501,"User501","Test501","user501@example.com","555-01050","2020-06-30","Individual",802
502,"User502","Test502","user502@example.com","555-01050","2020-10-12","Premium",686
503,"User503","Test503","user503@example.com","555-01050","2022-04-05","Individual",617
504,"User504","Test504","user504@example.com","555-01050","2020-09-13","Business",519
505,"User505","Test505","user505@example.com","555-01050","2020-12-08","Premium",651
506,"User506","Test506","user506@example.com","555-01050","2020-12-08","Premium",562
507,"User507","Test507","user507@example.com","555-01050","2021-07-04","Individual",803
508,"User508","Test508","user508@example.com","555-01050","2021-01-03","Business",595
509,"User509","Test509","user509@example.com","555-01050","2020-05-28","Individual",779
510,"User510","Test510","user510@example.com","555-01051","2021-06-27","Individual",659
511,"User511","Test511","user511@example.com","555-01051","2021-03-16","Business",511
512,"User512","Test512","user512@example.com","555-01051","2020-01-16","Individual",612
513,"User513","Test513","user513@example.com","555-01051","2021-09-11","Premium",635
514,"User514","Test514","user514@example.com","555-01051","2021-01-28","Business",829
515,"User515","Test515","user515@example.com","555-01051","2021-06-24","Business",780
516,"User516","Test516","user516@example.com","555-01051","2021-01-26","Individual",534
517,"User517","Test517","user517@example.com","555-01051","2022-04-01","Premium",631
518,"User518","Test518","user518@example.com","555-01051","2022-03-19","Business",842
519,"User519","Test519","user519@example.com","555-01051","2022-02-02","Business",645
520,"User520","Test520","user520@example.com","555-01052","2022-01-01","Individual",523
521,"User521","Test521","user521@example.com","555-01052","2020-12-13","Business",518
522,"User522","Test522","user522@example.com","555-01052","2021-03-02","Business",589
523,"User523","Test523","user523@example.com","555-01052","2020-04-02","Business",756
524,"User524","Test524","user524@example.com","555-01052","2021-04-28","Individual",544
525,"User525","Test525","user525@example.com","555-01052","2022-09-03","Individual",808
526,"User526","Test526","user526@example.com","555-01052","2022-04-13","Individual",646
527,"User527","Test527","user527@example.com","555-01052","2022-03-30","Individual",655
528,"User528","Test528","user528@example.com","555-01052","2020-03-19","Premium",723
529,"User529","Test529","user529@example.com","555-01052","2021-06-29","Business",564
530,"User530","Test530","user530@example.com","555-01053","2022-06-01","Business",626
531,"User531","Test531","user531@example.com","555-01053","2022-04-09","Premium",833
532,"User532","Test532","user532@example.com","555-01053","2021-09-16","Business",650
533,"User533","Test533","user533@example.com","555-01053","2020-05-13","Business",660
534,"User534","Test534","user534@example.com","555-01053","2020-11-25","Individual",562
535,"User535","Test535","user535@example.com","555-01053","2022-03-18","Premium",574
536,"User536","Test536","user536@example.com","555-01053","2020-10-30","Individual",729
537,"User537","Test537","user537@example.com","555-01053","2022-12-06","Individual",816
538,"User538","Test538","user538@example.com","555-01053","2022-12-18","Individual",510
539,"User539","Test539","user539@example.com","555-01053","2020-01-12","Premium",595
540,"User540","Test540","user540@example.com","555-01054","2020-12-13","Individual",727
541,"User541","Test541","user541@example.com","555-01054","2021-08-29","Premium",657
542,"User542","Test542","user542@example.com","555-01054","2021-12-04","Business",696
543,"User543","Test543","user543@example.com","555-01054","2022-04-27","Business",516
544,"User544","Test544","user544@example.com","555-01054","2022-05-09","Business",557
545,"User545","Test545","user545@example.com","555-01054","2020-09-09","Premium",615
546,"User546","Test546","user546@example.com","555-01054","2022-02-02","Individual",724
547,"User547","Test547","user547@example.com","555-01054","2020-08-03","Premium",598
548,"User548","Test548","user548@example.com","555-01054","2020-08-22","Business",554
549,"User549","Test549","user549@example.com","555-01054","2020-09-25","Business",780
550,"User550","Test550","user550@example.com","555-01055","2020-07-29","Individual",649
551,"User551","Test551","user551@example.com","555-01055","2022-11-30","Business",585
552,"User552","Test552","user552@example.com","555-01055","2022-12-28","Business",634
553,"User553","Test553","user553@example.com","555-01055","2022-01-16","Business",705
554,"User554","Test554","user554@example.com","555-01055","2020-03-28","Business",735
555,"User555","Test555","user555@example.com","555-01055","2021-09-27","Premium",667
556,"User556","Test556","user556@example.com","555-01055","2020-11-01","Premium",544
557,"User557","Test557","user557@example.com","555-01055","2020-01-08","Individual",743
558,"User558","Test558","user558@example.com","555-01055","2021-02-04","Business",591
559,"User559","Test559","user559@example.com","555-01055","2020-09-12","Business",573
560,"User560","Test560","user560@example.com","555-01056","2020-08-19","Business",593
561,"User561","Test561","user561@example.com","555-01056","2022-11-02","Business",527
562,"User562","Test562","user562@example.com","555-01056","2020-02-06","Individual",838
563,"User563","Test563","user563@example.com","555-01056","2022-01-06","Premium",544
564,"User564","Test564","user564@example.com","555-01056","2022-10-16","Individual",578
565,"User565","Test565","user565@example.com","555-01056","2021-03-02","Individual",517
566,"User566","Test566","user566@example.com","555-01056","2020-03-11","Premium",726
567,"User567","Test567","user567@example.com","555-01056","2022-04-30","Premium",819
568,"User568","Test568","user568@example.com","555-01056","2021-04-28","Business",594
569,"User569","Test569","user569@example.com","555-01056","2020-06-09","Individual",520
570,"User570","Test570","user570@example.com","555-01057","2020-03-11","Business",821
571,"User571","Test571","user571@example.com","555-01057","2022-10-10","Individual",643
572,"User572","Test572","user572@example.com","555-01057","2022-02-21","Individual",718
573,"User573","Test573","user573@example.com","555-01057","2021-06-16","Individual",584
574,"User574","Test574","user574@example.com","555-01057","2022-04-21","Business",823
575,"User575","Test575","user575@example.com","555-01057","2021-06-15","Premium",743
576,"User576","Test576","user576@example.com","555-01057","2020-05-31","Individual",829
577,"User577","Test577","user577@example.com","555-01057","2020-03-22","Premium",812
578,"User578","Test578","user578@example.com","555-01057","2022-01-01","Individual",796
579,"User579","Test579","user579@example.com","555-01057","2022-02-12","Premium",779
580,"User580","Test580","user580@example.com","555-01058","2022-07-03","Individual",597
581,"User581","Test581","user581@example.com","555-01058","2020-11-23","Individual",604
582,"User582","Test582","user582@example.com","555-01058","2022-06-04","Individual",683
583,"User583","Test583","user583@example.com","555-01058","2022-02-11","Premium",537
584,"User584","Test584","user584@example.com","555-01058","2022-06-12","Premium",650
585,"User585","Test585","user585@example.com","555-01058","2022-06-26","Individual",809
586,"User586","Test586","user586@example.com","555-01058","2020-05-09","Individual",739
587,"User587","Test587","user587@example.com","555-01058","2021-07-25","Business",673
588,"User588","Test588","user588@example.com","555-01058","2021-04-07","Business",842
589,"User589","Test589","user589@example.com","555-01058","2020-08-01","Individual",587
590,"User590","Test590","user590@example.com","555-01059","2021-10-31","Business",626
591,"User591","Test591","user591@example.com","555-01059","2020-10-02","Business",507
592,"User592","Test592","user592@example.com","555-01059","2022-07-31","Business",702
593,"User593","Test593","user593@example.com","555-01059","2020-08-11","Individual",774
594,"User594","Test594","user594@example.com","555-01059","2022-02-19","Premium",761
595,"User595","Test595","user595@example.com","555-01059","2022-05-18","Business",708
596,"User596","Test596","user596@example.com","555-01059","2022-07-19","Business",679
597,"User597","Test597","user597@example.com","555-01059","2020-10-28","Premium",708
598,"User598","Test598","user598@example.com","555-01059","2020-01-23","Business",561
599,"User599","Test599","user599@example.com","555-01059","2022-04-18","Business",800
600,"User600","Test600","user600@example.com","555-01060","2020-08-12","Premium",525
601,"User601","Test601","user601@example.com","555-01060","2022-07-07","Individual",790
602,"User602","Test602","user602@example.com","555-01060","2022-07-04","Business",541
603,"User603","Test603","user603@example.com","555-01060","2020-05-05","Individual",524
604,"User604","Test604","user604@example.com","555-01060","2021-03-30","Premium",554
605,"User605","Test605","user605@example.com","555-01060","2020-02-27","Premium",843
606,"User606","Test606","user606@example.com","555-01060","2021-07-10","Premium",726
607,"User607","Test607","user607@example.com","555-01060","2021-07-22","Individual",693
608,"User608","Test608","user608@example.com","555-01060","2022-03-22","Business",626
609,"User609","Test609","user609@example.com","555-01060","2020-04-13","Individual",573
610,"User610","Test610","user610@example.com","555-01061","2020-02-14","Business",832
611,"User611","Test611","user611@example.com","555-01061","2020-03-04","Premium",773
612,"User612","Test612","user612@example.com","555-01061","2020-04-25","Individual",826
613,"User613","Test613","user613@example.com","555-01061","2021-09-14","Individual",535
614,"User614","Test614","user614@example.com","555-01061","2021-01-10","Business",541
615,"User615","Test615","user615@example.com","555-01061","2021-06-09","Business",844
616,"User616","Test616","user616@example.com","555-01061","2020-12-05","Premium",755
617,"User617","Test617","user617@example.com","555-01061","2021-08-13","Business",539
618,"User618","Test618","user618@example.com","555-01061","2022-02-02","Business",770
619,"User619","Test619","user619@example.com","555-01061","2021-08-14","Business",714
620,"User620","Test620","user620@example.com","555-01062","2021-01-06","Premium",824
621,"User621","Test621","user621@example.com","555-01062","2020-03-17","Individual",722
622,"User622","Test622","user622@example.com","555-01062","2021-08-26","Premium",820
623,"User623","Test623","user623@example.com","555-01062","2020-02-12","Premium",685
624,"User624","Test624","user624@example.com","555-01062","2021-06-04","Business",679
625,"User625","Test625","user625@example.com","555-01062","2020-12-10","Premium",550
626,"User626","Test626","user626@example.com","555-01062","2020-12-31","Business",563
627,"User627","Test627","user627@example.com","555-01062","2022-11-30","Premium",649
628,"User628","Test628","user628@example.com","555-01062","2021-11-15","Individual",517
629,"User629","Test629","user629@example.com","555-01062","2021-03-03","Business",514
630,"User630","Test630","user630@example.com","555-01063","2020-05-27","Premium",808
631,"User631","Test631","user631@example.com","555-01063","2020-10-30","Premium",713
632,"User632","Test632","user632@example.com","555-01063","2021-03-31","Business",601
633,"User633","Test633","user633@example.com","555-01063","2020-04-27","Premium",617
634,"User634","Test634","user634@example.com","555-01063","2021-12-07","Business",746
635,"User635","Test635","user635@example.com","555-01063","2022-05-28","Individual",717
636,"User636","Test636","user636@example.com","555-01063","2021-01-25","Individual",649
637,"User637","Test637","user637@example.com","555-01063","2022-05-14","Business",535
638,"User638","Test638","user638@example.com","555-01063","2022-12-11","Individual",755
639,"User639","Test639","user639@example.com","555-01063","2020-12-07","Individual",742
640,"User640","Test640","user640@example.com","555-01064","2020-11-23","Individual",847
641,"User641","Test641","user641@example.com","555-01064","2020-10-11","Business",787
642,"User642","Test642","user642@example.com","555-01064","2022-10-22","Individual",590
643,"User643","Test643","user643@example.com","555-01064","2022-08-09","Business",819
644,"User644","Test644","user644@example.com","555-01064","2020-12-17","Premium",836
645,"User645","Test645","user645@example.com","555-01064","2021-06-03","Premium",733
646,"User646","Test646","user646@example.com","555-01064","2020-12-07","Individual",756
647,"User647","Test647","user647@example.com","555-01064","2021-06-24","Premium",779
648,"User648","Test648","user648@example.com","555-01064","2022-01-15","Individual",778
649,"User649","Test649","user649@example.com","555-01064","2022-05-22","Business",821
650,"User650","Test650","user650@example.com","555-01065","2020-10-20","Business",812
651,"User651","Test651","user651@example.com","555-01065","2020-08-30","Business",797
652,"User652","Test652","user652@example.com","555-01065","2020-06-02","Premium",553
653,"User653","Test653","user653@example.com","555-01065","2021-08-08","Business",793
654,"User654","Test654","user654@example.com","555-01065","2022-05-18","Premium",604
655,"User655","Test655","user655@example.com","555-01065","2021-09-13","Business",773
656,"User656","Test656","user656@example.com","555-01065","2021-10-19","Individual",685
657,"User657","Test657","user657@example.com","555-01065","2021-12-21","Business",732
658,"User658","Test658","user658@example.com","555-01065","2020-11-09","Business",713
659,"User659","Test659","user659@example.com","555-01065","2021-09-06","Premium",573
660,"User660","Test660","user660@example.com","555-01066","2022-09-18","Premium",647
661,"User661","Test661","user661@example.com","555-01066","2020-10-12","Business",846
662,"User662","Test662","user662@example.com","555-01066","2022-02-09","Business",713
663,"User663","Test663","user663@example.com","555-01066","2021-03-26","Business",652
664,"User664","Test664","user664@example.com","555-01066","2020-09-04","Business",646
665,"User665","Test665","user665@example.com","555-01066","2020-01-02","Premium",826
666,"User666","Test666","user666@example.com","555-01066","2021-02-10","Individual",701
667,"User667","Test667","user667@example.com","555-01066","2022-03-13","Business",554
668,"User668","Test668","user668@example.com","555-01066","2021-09-24","Premium",560
669,"User669","Test669","user669@example.com","555-01066","2022-11-06","Individual",816
670,"User670","Test670","user670@example.com","555-01067","2020-03-07","Business",802
671,"User671","Test671","user671@example.com","555-01067","2020-11-22","Individual",619
672,"User672","Test672","user672@example.com","555-01067","2022-09-20","Business",560
673,"User673","Test673","user673@example.com","555-01067","2020-03-03","Individual",833
674,"User674","Test674","user674@example.com","555-01067","2022-03-29","Premium",734
675,"User675","Test675","user675@example.com","555-01067","2021-11-28","Individual",583
676,"User676","Test676","user676@example.com","555-01067","2022-04-09","Premium",790
677,"User677","Test677","user677@example.com","555-01067","2022-09-16","Individual",502
678,"User678","Test678","user678@example.com","555-01067","2021-09-11","Premium",615
679,"User679","Test679","user679@example.com","555-01067","2021-02-03","Individual",614
680,"User680","Test680","user680@example.com","555-01068","2022-10-03","Business",746
681,"User681","Test681","user681@example.com","555-01068","2020-07-24","Premium",534
682,"User682","Test682","user682@example.com","555-01068","2022-07-29","Business",769
683,"User683","Test683","user683@example.com","555-01068","2022-03-15","Premium",739
684,"User684","Test684","user684@example.com","555-01068","2022-07-07","Individual",800
685,"User685","Test685","user685@example.com","555-01068","2021-12-27","Individual",726
686,"User686","Test686","user686@example.com","555-01068","2022-11-01","Individual",621
687,"User687","Test687","user687@example.com","555-01068","2022-05-29","Premium",702
688,"User688","Test688","user688@example.com","555-01068","2022-01-05","Individual",805
689,"User689","Test689","user689@example.com","555-01068","2022-05-17","Premium",778
690,"User690","Test690","user690@example.com","555-01069","2021-03-26","Premium",771
691,"User691","Test691","user691@example.com","555-01069","2022-01-11","Individual",657
692,"User692","Test692","user692@example.com","555-01069","2020-06-23","Business",835
693,"User693","Test693","user693@example.com","555-01069","2022-05-23","Business",694
694,"User694","Test694","user694@example.com","555-01069","2022-03-09","Business",574
695,"User695","Test695","user695@example.com","555-01069","2022-12-14","Premium",832
696,"User696","Test696","user696@example.com","555-01069","2022-07-18","Business",540
697,"User697","Test697","user697@example.com","555-01069","2020-10-17","Premium",684
698,"User698","Test698","user698@example.com","555-01069","2020-07-24","Individual",561
699,"User699","Test699","user699@example.com","555-01069","2022-05-03","Business",558
700,"User700","Test700","user700@example.com","555-01070","2021-12-09","Individual",588
701,"User701","Test701","user701@example.com","555-01070","2022-11-12","Premium",519
702,"User702","Test702","user702@example.com","555-01070","2021-08-04","Business",761
703,"User703","Test703","user703@example.com","555-01070","2020-03-20","Premium",571
704,"User704","Test704","user704@example.com","555-01070","2021-08-17","Individual",631
705,"User705","Test705","user705@example.com","555-01070","2021-05-19","Premium",743
706,"User706","Test706","user706@example.com","555-01070","2021-10-26","Business",787
707,"User707","Test707","user707@example.com","555-01070","2022-04-25","Individual",730
708,"User708","Test708","user708@example.com","555-01070","2020-04-26","Business",635
709,"User709","Test709","user709@example.com","555-01070","2022-10-13","Individual",531
710,"User710","Test710","user710@example.com","555-01071","2021-03-24","Individual",588
711,"User711","Test711","user711@example.com","555-01071","2022-12-03","Premium",638
712,"User712","Test712","user712@example.com","555-01071","2021-03-06","Individual",515
713,"User713","Test713","user713@example.com","555-01071","2020-01-15","Individual",709
714,"User714","Test714","user714@example.com","555-01071","2020-04-16","Premium",823
715,"User715","Test715","user715@example.com","555-01071","2022-06-19","Premium",790
716,"User716","Test716","user716@example.com","555-01071","2020-10-07","Premium",777
717,"User717","Test717","user717@example.com","555-01071","2022-09-14","Premium",747
718,"User718","Test718","user718@example.com","555-01071","2022-01-09","Premium",564
719,"User719","Test719","user719@example.com","555-01071","2022-02-10","Premium",744
720,"User720","Test720","user720@example.com","555-01072","2021-04-28","Business",585
721,"User721","Test721","user721@example.com","555-01072","2022-12-07","Premium",662
722,"User722","Test722","user722@example.com","555-01072","2020-12-12","Business",532
723,"User723","Test723","user723@example.com","555-01072","2021-01-20","Business",724
724,"User724","Test724","user724@example.com","555-01072","2020-10-28","Business",748
725,"User725","Test725","user725@example.com","555-01072","2020-12-18","Premium",547
726,"User726","Test726","user726@example.com","555-01072","2021-01-07","Individual",814
727,"User727","Test727","user727@example.com","555-01072","2022-06-05","Individual",608
728,"User728","Test728","user728@example.com","555-01072","2021-03-18","Premium",509
729,"User729","Test729","user729@example.com","555-01072","2020-11-05","Business",798
730,"User730","Test730","user730@example.com","555-01073","2020-05-30","Individual",535
731,"User731","Test731","user731@example.com","555-01073","2022-03-05","Premium",662
732,"User732","Test732","user732@example.com","555-01073","2022-02-04","Individual",772
733,"User733","Test733","user733@example.com","555-01073","2020-05-14","Business",650
734,"User734","Test734","user734@example.com","555-01073","2021-01-24","Individual",838
735,"User735","Test735","user735@example.com","555-01073","2020-10-16","Business",598
736,"User736","Test736","user736@example.com","555-01073","2021-01-15","Business",560
737,"User737","Test737","user737@example.com","555-01073","2020-04-11","Individual",776
738,"User738","Test738","user738@example.com","555-01073","2022-02-13","Business",620
739,"User739","Test739","user739@example.com","555-01073","2020-03-02","Business",623
740,"User740","Test740","user740@example.com","555-01074","2022-11-10","Individual",838
741,"User741","Test741","user741@example.com","555-01074","2020-05-31","Business",629
742,"User742","Test742","user742@example.com","555-01074","2022-06-10","Premium",736
743,"User743","Test743","user743@example.com","555-01074","2022-05-16","Premium",619
744,"User744","Test744","user744@example.com","555-01074","2020-08-21","Individual",733
745,"User745","Test745","user745@example.com","555-01074","2020-05-08","Individual",589
746,"User746","Test746","user746@example.com","555-01074","2020-02-01","Premium",665
747,"User747","Test747","user747@example.com","555-01074","2020-11-27","Business",711
748,"User748","Test748","user748@example.com","555-01074","2021-03-13","Premium",736
749,"User749","Test749","user749@example.com","555-01074","2020-09-28","Premium",676
750,"User750","Test750","user750@example.com","555-01075","2020-02-01","Individual",710
751,"User751","Test751","user751@example.com","555-01075","2021-12-06","Business",674
752,"User752","Test752","user752@example.com","555-01075","2021-03-19","Business",522
753,"User753","Test753","user753@example.com","555-01075","2020-05-19","Business",636
754,"User754","Test754","user754@example.com","555-01075","2020-12-07","Premium",787
755,"User755","Test755","user755@example.com","555-01075","2021-05-24","Business",767
756,"User756","Test756","user756@example.com","555-01075","2020-07-19","Business",822
757,"User757","Test757","user757@example.com","555-01075","2020-06-18","Premium",720
758,"User758","Test758","user758@example.com","555-01075","2022-11-22","Business",781
759,"User759","Test759","user759@example.com","555-01075","2020-01-01","Individual",742
760,"User760","Test760","user760@example.com","555-01076","2021-01-15","Individual",836
761,"User761","Test761","user761@example.com","555-01076","2021-07-11","Individual",833
762,"User762","Test762","user762@example.com","555-01076","2022-06-13","Business",561
763,"User763","Test763","user763@example.com","555-01076","2020-07-23","Business",784
764,"User764","Test764","user764@example.com","555-01076","2021-04-06","Business",554
765,"User765","Test765","user765@example.com","555-01076","2022-08-09","Individual",575
766,"User766","Test766","user766@example.com","555-01076","2021-12-26","Individual",713
767,"User767","Test767","user767@example.com","555-01076","2021-08-26","Business",794
768,"User768","Test768","user768@example.com","555-01076","2022-02-12","Individual",568
769,"User769","Test769","user769@example.com","555-01076","2021-02-28","Business",528
770,"User770","Test770","user770@example.com","555-01077","2021-06-11","Premium",680
771,"User771","Test771","user771@example.com","555-01077","2020-01-14","Business",652
772,"User772","Test772","user772@example.com","555-01077","2022-01-20","Individual",636
773,"User773","Test773","user773@example.com","555-01077","2022-08-20","Premium",539
774,"User774","Test774","user774@example.com","555-01077","2020-05-02","Individual",770
775,"User775","Test775","user775@example.com","555-01077","2020-07-05","Premium",540
776,"User776","Test776","user776@example.com","555-01077","2021-02-13","Premium",805
777,"User777","Test777","user777@example.com","555-01077","2021-10-04","Premium",709
778,"User778","Test778","user778@example.com","555-01077","2020-09-08","Business",803
779,"User779","Test779","user779@example.com","555-01077","2021-01-28","Premium",641
780,"User780","Test780","user780@example.com","555-01078","2021-02-18","Premium",634
781,"User781","Test781","user781@example.com","555-01078","2020-05-14","Premium",697
782,"User782","Test782","user782@example.com","555-01078","2020-08-03","Individual",546
783,"User783","Test783","user783@example.com","555-01078","2021-08-26","Premium",526
784,"User784","Test784","user784@example.com","555-01078","2020-02-06","Premium",541
785,"User785","Test785","user785@example.com","555-01078","2022-06-29","Business",542
786,"User786","Test786","user786@example.com","555-01078","2022-09-11","Business",554
787,"User787","Test787","user787@example.com","555-01078","2021-11-04","Premium",639
788,"User788","Test788","user788@example.com","555-01078","2022-04-08","Business",794
789,"User789","Test789","user789@example.com","555-01078","2020-02-26","Premium",615
790,"User790","Test790","user790@example.com","555-01079","2020-12-08","Premium",501
791,"User791","Test791","user791@example.com","555-01079","2022-01-22","Individual",763
792,"User792","Test792","user792@example.com","555-01079","2022-12-09","Premium",543
793,"User793","Test793","user793@example.com","555-01079","2021-05-30","Individual",633
794,"User794","Test794","user794@example.com","555-01079","2022-12-04","Premium",798
795,"User795","Test795","user795@example.com","555-01079","2020-04-21","Business",500
796,"User796","Test796","user796@example.com","555-01079","2021-11-13","Individual",716
797,"User797","Test797","user797@example.com","555-01079","2020-01-25","Business",743
798,"User798","Test798","user798@example.com","555-01079","2020-03-01","Business",653
799,"User799","Test799","user799@example.com","555-01079","2020-06-29","Individual",529
800,"User800","Test800","user800@example.com","555-01080","2020-07-27","Business",710
801,"User801","Test801","user801@example.com","555-01080","2022-11-18","Individual",675
802,"User802","Test802","user802@example.com","555-01080","2022-12-14","Business",748
803,"User803","Test803","user803@example.com","555-01080","2022-05-12","Individual",773
804,"User804","Test804","user804@example.com","555-01080","2020-02-09","Premium",570
